Prenda;Temporada;ColorPrenda;Id
Chaqueta;Invierno;A;52
Pantalón;Otoño;B;111
Chaqueta;Otoño;A;38
Chaqueta;Otoño;A;82
Blusa;Primavera;C;83
Camisa;Verano;B;27
Falda;Verano;C;98
Chaqueta;Primavera;C;13
Blusa;Primavera;B;77
Falda;Verano;A;32
Falda;Verano;B;56
Blusa;Primavera;B;146
Falda;Otoño;B;148
Blusa;Verano;A;42
Falda;Primavera;C;103
Camisa;Primavera;C;116
Chaqueta;Primavera;C;116
Pantalón;Invierno;A;42
Camisa;Invierno;A;102
Camisa;Primavera;B;30
Camisa;Invierno;A;45
Blusa;Primavera;B;43
Camisa;Primavera;C;54
Falda;Otoño;A;25
Chaqueta;Invierno;B;82
Blusa;Primavera;B;92
Blusa;Verano;C;149
Pantalón;Invierno;A;57
Blusa;Invierno;C;181
Camisa;Otoño;A;146
Blusa;Verano;C;189
Chaqueta;Invierno;C;50
Blusa;Primavera;C;189
Blusa;Primavera;C;153
Blusa;Invierno;C;27
Pantalón;Invierno;A;10
Camisa;Otoño;C;106
Camisa;Verano;A;14
Camisa;Invierno;C;188
Falda;Otoño;C;114
Blusa;Otoño;A;28
Camisa;Verano;C;50
Pantalón;Invierno;B;18
Chaqueta;Invierno;B;156
Blusa;Otoño;A;11
Pantalón;Verano;A;28
Chaqueta;Invierno;A;157
Falda;Invierno;B;155
Pantalón;Primavera;B;119
Blusa;Invierno;A;101
Pantalón;Otoño;B;12
Camisa;Primavera;A;193
Falda;Primavera;B;130
Blusa;Otoño;B;50
Falda;Primavera;B;17
Falda;Invierno;C;65
Blusa;Otoño;C;107
Falda;Invierno;A;100
Blusa;Otoño;A;84
Camisa;Primavera;A;127
Blusa;Primavera;B;64
Falda;Invierno;A;97
Chaqueta;Verano;A;96
Blusa;Primavera;A;19
Chaqueta;Primavera;B;31
Pantalón;Invierno;B;62
Camisa;Primavera;A;5
Blusa;Primavera;B;21
Camisa;Otoño;B;46
Falda;Otoño;A;143
Blusa;Verano;C;3
Chaqueta;Otoño;C;97
Falda;Invierno;C;162
Chaqueta;Primavera;B;147
Blusa;Primavera;B;53
Chaqueta;Primavera;C;109
Camisa;Primavera;B;167
Blusa;Invierno;C;28
Pantalón;Invierno;B;137
Camisa;Otoño;B;23
Pantalón;Otoño;B;130
Blusa;Otoño;B;145
Falda;Invierno;C;37
Pantalón;Invierno;A;73
Chaqueta;Verano;A;103
Pantalón;Primavera;C;88
Falda;Otoño;C;160
Blusa;Invierno;C;176
Blusa;Verano;A;11
Blusa;Primavera;A;88
Chaqueta;Invierno;B;129
Pantalón;Otoño;A;52
Camisa;Verano;A;124
Blusa;Primavera;A;197
Chaqueta;Primavera;B;172
Chaqueta;Otoño;A;100
Pantalón;Invierno;B;148
Chaqueta;Invierno;C;74
Pantalón;Otoño;C;34
Blusa;Verano;A;149
Blusa;Otoño;C;45
Chaqueta;Primavera;A;94
Falda;Primavera;B;66
Camisa;Verano;B;13
Chaqueta;Primavera;B;66
Camisa;Verano;B;169
Blusa;Otoño;B;195
Falda;Invierno;B;56
Camisa;Otoño;A;55
Chaqueta;Primavera;C;169
Blusa;Primavera;B;83
Blusa;Otoño;B;187
Camisa;Otoño;B;96
Chaqueta;Invierno;C;46
Camisa;Primavera;C;196
Chaqueta;Verano;A;93
Chaqueta;Primavera;B;39
Camisa;Verano;B;132
Falda;Invierno;C;157
Camisa;Primavera;A;186
Pantalón;Verano;A;118
Falda;Invierno;B;11
Camisa;Primavera;B;110
Falda;Invierno;A;45
Camisa;Invierno;B;82
Pantalón;Verano;A;112
Falda;Invierno;A;196
Pantalón;Primavera;B;123
Camisa;Invierno;C;56
Falda;Otoño;A;159
Chaqueta;Verano;B;167
Camisa;Invierno;B;88
Chaqueta;Otoño;C;189
Blusa;Invierno;C;173
Blusa;Verano;A;110
Chaqueta;Otoño;C;156
Chaqueta;Invierno;C;76
Pantalón;Invierno;C;84
Camisa;Invierno;C;169
Camisa;Primavera;B;103
Blusa;Invierno;A;121
Falda;Verano;A;193
Pantalón;Invierno;C;168
Falda;Otoño;A;10
Falda;Otoño;A;32
Pantalón;Primavera;B;180
Chaqueta;Verano;A;146
Pantalón;Invierno;C;64
Camisa;Otoño;A;195
Falda;Verano;B;74
Chaqueta;Otoño;A;23
Pantalón;Primavera;A;65
Camisa;Invierno;B;76
Pantalón;Verano;B;70
Falda;Verano;C;172
Falda;Verano;C;27
Pantalón;Verano;C;121
Falda;Primavera;C;19
Pantalón;Otoño;B;80
Chaqueta;Verano;C;113
Falda;Invierno;C;66
Blusa;Otoño;A;89
Falda;Invierno;B;178
Falda;Otoño;A;97
Camisa;Primavera;A;108
Pantalón;Verano;C;151
Camisa;Verano;A;81
Pantalón;Invierno;B;18
Blusa;Verano;B;109
Falda;Otoño;B;102
Falda;Otoño;A;118
Blusa;Invierno;C;76
Chaqueta;Invierno;B;118
Falda;Verano;B;161
Camisa;Primavera;B;31
Falda;Invierno;B;72
Falda;Otoño;B;187
Pantalón;Otoño;A;63
Blusa;Otoño;A;121
Falda;Verano;A;22
Blusa;Invierno;C;34
Blusa;Primavera;C;30
Camisa;Invierno;C;49
Falda;Verano;A;88
Pantalón;Invierno;B;193
Blusa;Invierno;A;24
Camisa;Primavera;A;128
Pantalón;Invierno;B;99
Camisa;Primavera;B;52
Pantalón;Primavera;C;38
Chaqueta;Primavera;C;71
Camisa;Invierno;A;11
Falda;Invierno;B;65
Camisa;Verano;B;153
Chaqueta;Otoño;B;46
Camisa;Primavera;A;22
Pantalón;Primavera;B;195
Camisa;Primavera;B;183
Camisa;Primavera;A;50
Camisa;Invierno;A;191
Pantalón;Primavera;B;46
Falda;Verano;B;113
Chaqueta;Invierno;B;82
Camisa;Otoño;A;78
Pantalón;Invierno;A;119
Blusa;Primavera;A;43
Blusa;Otoño;A;151
Camisa;Verano;C;154
Falda;Verano;A;192
Camisa;Invierno;C;186
Chaqueta;Invierno;B;24
Blusa;Invierno;A;64
Camisa;Invierno;A;198
Chaqueta;Otoño;B;197
Camisa;Primavera;C;163
Camisa;Invierno;B;48
Camisa;Invierno;A;88
Blusa;Verano;B;64
Pantalón;Primavera;C;137
Chaqueta;Primavera;C;97
Blusa;Primavera;C;8
Falda;Invierno;A;126
Camisa;Primavera;A;143
Pantalón;Invierno;C;180
Falda;Primavera;A;134
Camisa;Otoño;C;140
Blusa;Invierno;C;102
Chaqueta;Invierno;A;170
Blusa;Verano;A;187
Camisa;Otoño;C;194
Chaqueta;Verano;B;89
Pantalón;Invierno;A;42
Falda;Primavera;B;130
Chaqueta;Primavera;B;174
Falda;Primavera;B;107
Pantalón;Otoño;C;32
Camisa;Primavera;A;160
Chaqueta;Primavera;C;137
Pantalón;Verano;C;94
Pantalón;Verano;B;124
Blusa;Otoño;A;156
Falda;Otoño;A;70
Chaqueta;Verano;C;184
Camisa;Verano;C;53
Chaqueta;Verano;B;186
Blusa;Verano;B;36
Pantalón;Invierno;B;109
Pantalón;Primavera;C;190
Blusa;Invierno;A;83
Falda;Primavera;C;70
Pantalón;Invierno;A;30
Falda;Invierno;C;154
Falda;Otoño;C;161
Chaqueta;Otoño;A;18
Pantalón;Primavera;B;110
Pantalón;Otoño;A;122
Chaqueta;Otoño;B;186
Blusa;Verano;A;112
Blusa;Primavera;C;114
Falda;Verano;C;28
Pantalón;Otoño;A;113
Falda;Invierno;A;194
Camisa;Invierno;B;34
Falda;Verano;A;139
Chaqueta;Verano;B;131
Chaqueta;Invierno;B;172
Chaqueta;Verano;A;119
Camisa;Otoño;C;117
Falda;Otoño;B;81
Falda;Otoño;B;158
Blusa;Verano;A;100
Pantalón;Invierno;A;44
Camisa;Primavera;C;176
Pantalón;Primavera;B;38
Falda;Verano;C;190
Chaqueta;Otoño;A;71
Pantalón;Invierno;C;175
Chaqueta;Invierno;B;36
Pantalón;Otoño;A;48
Chaqueta;Invierno;C;154
Pantalón;Primavera;B;165
Chaqueta;Invierno;B;33
Pantalón;Verano;A;195
Chaqueta;Verano;A;197
Falda;Otoño;A;67
Camisa;Verano;B;18
Chaqueta;Otoño;C;79
Pantalón;Verano;B;96
Chaqueta;Primavera;C;111
Camisa;Verano;B;66
Falda;Otoño;C;86
Chaqueta;Verano;B;143
Blusa;Primavera;C;23
Blusa;Verano;C;169
Chaqueta;Otoño;A;29
Pantalón;Primavera;A;148
Camisa;Otoño;B;94
Chaqueta;Otoño;A;1
Pantalón;Invierno;A;53
Blusa;Primavera;A;50
Pantalón;Primavera;C;188
Falda;Verano;C;42
Falda;Invierno;C;70
Pantalón;Verano;A;16
Blusa;Primavera;B;41
Pantalón;Primavera;A;177
Pantalón;Invierno;A;112
Falda;Otoño;B;120
Falda;Invierno;A;10
Falda;Primavera;B;133
Chaqueta;Primavera;A;128
Chaqueta;Otoño;C;127
Chaqueta;Primavera;C;63
Blusa;Primavera;A;6
Camisa;Primavera;C;72
Falda;Verano;C;172
Blusa;Verano;A;39
Falda;Primavera;C;82
Chaqueta;Invierno;B;178
Camisa;Verano;A;66
Pantalón;Verano;C;58
Camisa;Primavera;A;35
Chaqueta;Primavera;A;45
Falda;Primavera;B;54
Falda;Primavera;A;71
Chaqueta;Otoño;A;113
Pantalón;Verano;B;145
Blusa;Verano;A;94
Camisa;Otoño;A;173
Blusa;Otoño;C;91
Falda;Invierno;B;74
Pantalón;Otoño;A;129
Blusa;Verano;B;154
Falda;Invierno;C;75
Pantalón;Primavera;A;121
Blusa;Verano;B;83
Camisa;Otoño;B;145
Chaqueta;Otoño;C;128
Falda;Otoño;A;145
Falda;Invierno;B;116
Pantalón;Invierno;A;50
Chaqueta;Verano;A;194
Camisa;Invierno;C;66
Blusa;Verano;C;189
Falda;Primavera;B;89
Falda;Verano;C;174
Blusa;Invierno;B;151
Chaqueta;Invierno;A;60
Chaqueta;Otoño;B;106
Pantalón;Verano;C;143
Blusa;Verano;C;171
Camisa;Verano;A;166
Chaqueta;Primavera;B;35
Blusa;Primavera;B;149
Pantalón;Verano;B;137
Chaqueta;Verano;A;182
Chaqueta;Verano;B;1
Camisa;Verano;C;180
Falda;Otoño;C;157
Blusa;Primavera;A;46
Camisa;Otoño;A;129
Blusa;Invierno;C;147
Pantalón;Otoño;B;116
Chaqueta;Primavera;C;44
Falda;Invierno;A;88
Camisa;Primavera;C;48
Falda;Otoño;C;164
Pantalón;Otoño;A;15
Blusa;Verano;C;3
Falda;Otoño;B;161
Blusa;Invierno;C;44
Pantalón;Verano;A;52
Chaqueta;Otoño;B;123
Camisa;Otoño;B;151
Camisa;Invierno;B;197
Pantalón;Invierno;B;114
Blusa;Verano;A;63
Falda;Invierno;C;137
Blusa;Verano;C;197
Falda;Otoño;A;173
Falda;Otoño;A;97
Pantalón;Otoño;A;167
Pantalón;Primavera;A;84
Pantalón;Verano;C;119
Falda;Verano;C;129
Pantalón;Invierno;A;143
Chaqueta;Invierno;A;133
Chaqueta;Verano;B;31
Chaqueta;Otoño;B;102
Camisa;Primavera;B;191
Falda;Verano;A;39
Chaqueta;Otoño;B;33
Blusa;Primavera;C;199
Camisa;Otoño;C;107
Blusa;Verano;C;34
Blusa;Verano;A;114
Blusa;Primavera;C;110
Camisa;Primavera;C;30
Chaqueta;Otoño;B;173
Blusa;Invierno;C;33
Falda;Invierno;A;99
Chaqueta;Verano;A;2
Camisa;Primavera;C;90
Falda;Verano;B;151
Falda;Otoño;B;149
Chaqueta;Primavera;B;81
Blusa;Otoño;A;49
Pantalón;Invierno;C;156
Blusa;Otoño;C;128
Falda;Otoño;C;17
Camisa;Invierno;B;148
Falda;Verano;C;75
Falda;Otoño;B;159
Pantalón;Primavera;B;57
Blusa;Otoño;C;23
Falda;Invierno;C;17
Pantalón;Primavera;C;141
Blusa;Invierno;B;129
Camisa;Otoño;C;185
Falda;Otoño;A;49
Chaqueta;Invierno;C;102
Pantalón;Primavera;B;60
Pantalón;Otoño;A;146
Chaqueta;Invierno;C;190
Camisa;Otoño;C;25
Falda;Primavera;C;106
Falda;Invierno;C;131
Falda;Otoño;C;181
Blusa;Otoño;B;73
Camisa;Verano;C;173
Blusa;Otoño;B;184
Chaqueta;Otoño;A;26
Chaqueta;Invierno;C;158
Camisa;Primavera;C;127
Pantalón;Verano;A;41
Falda;Invierno;C;135
Chaqueta;Primavera;A;180
Falda;Verano;C;130
Chaqueta;Invierno;B;129
Chaqueta;Invierno;C;139
Camisa;Invierno;C;78
Blusa;Primavera;C;104
Chaqueta;Otoño;B;118
Pantalón;Otoño;B;126
Chaqueta;Invierno;A;97
Blusa;Primavera;C;46
Camisa;Verano;A;31
Blusa;Verano;A;12
Blusa;Verano;A;103
Camisa;Otoño;A;108
Falda;Otoño;A;134
Pantalón;Verano;B;199
Falda;Invierno;C;151
Chaqueta;Verano;A;171
Pantalón;Otoño;B;54
Pantalón;Invierno;A;102
Chaqueta;Verano;A;128
Blusa;Primavera;B;18
Chaqueta;Otoño;A;150
Pantalón;Primavera;A;122
Chaqueta;Primavera;C;102
Falda;Verano;B;42
Falda;Verano;B;52
Pantalón;Invierno;B;92
Chaqueta;Otoño;C;165
Falda;Invierno;B;39
Falda;Invierno;A;198
Pantalón;Otoño;C;198
Chaqueta;Invierno;B;182
Camisa;Otoño;A;83
Camisa;Invierno;B;14
Blusa;Verano;C;182
Pantalón;Invierno;A;85
Pantalón;Verano;A;182
Blusa;Otoño;A;91
Falda;Verano;A;144
Blusa;Verano;B;77
Falda;Otoño;B;8
Blusa;Otoño;C;105
Blusa;Verano;B;183
Camisa;Primavera;C;73
Falda;Verano;C;68
Blusa;Otoño;A;35
Falda;Otoño;A;116
Chaqueta;Otoño;B;23
Chaqueta;Otoño;B;119
Pantalón;Primavera;A;106
Blusa;Otoño;B;22
Pantalón;Verano;B;37
Blusa;Otoño;B;27
Blusa;Verano;C;157
Falda;Verano;C;137
Blusa;Verano;C;158
Camisa;Verano;A;91
Blusa;Primavera;A;53
Blusa;Verano;C;160
Pantalón;Primavera;A;12
Falda;Invierno;A;7
Falda;Verano;B;89
Chaqueta;Invierno;A;160
Blusa;Verano;A;20
Camisa;Otoño;A;124
Pantalón;Primavera;B;76
Blusa;Primavera;C;42
Falda;Primavera;B;13
Falda;Otoño;B;94
Falda;Otoño;B;112
Camisa;Otoño;C;154
Camisa;Verano;C;14
Falda;Invierno;C;101
Pantalón;Verano;C;45
Falda;Otoño;B;51
Chaqueta;Verano;A;129
Pantalón;Verano;B;163
Camisa;Otoño;C;44
Pantalón;Otoño;B;82
Falda;Invierno;B;35
Falda;Otoño;C;106
Falda;Primavera;A;180
Chaqueta;Primavera;A;135
Falda;Primavera;C;128
Chaqueta;Primavera;B;128
Camisa;Primavera;A;126
Pantalón;Otoño;A;92
Chaqueta;Otoño;C;88
Pantalón;Verano;C;199
Falda;Otoño;B;200
Falda;Otoño;A;137
Blusa;Primavera;C;200
Chaqueta;Primavera;C;26
Falda;Invierno;A;49
Blusa;Verano;B;117
Camisa;Otoño;A;35
Falda;Otoño;B;189
Pantalón;Invierno;A;22
Chaqueta;Otoño;B;73
Camisa;Verano;A;182
Chaqueta;Verano;C;155
Chaqueta;Invierno;A;58
Pantalón;Invierno;B;15
Pantalón;Invierno;A;141
Blusa;Invierno;B;153
Blusa;Primavera;C;158
Chaqueta;Otoño;B;121
Blusa;Invierno;B;2
Pantalón;Otoño;C;105
Chaqueta;Verano;B;82
Blusa;Primavera;C;89
Blusa;Primavera;A;167
Blusa;Otoño;C;190
Pantalón;Verano;A;128
Blusa;Invierno;A;23
Blusa;Otoño;C;34
Blusa;Verano;C;94
Camisa;Otoño;C;22
Blusa;Primavera;A;70
Pantalón;Verano;B;115
Blusa;Otoño;A;156
Camisa;Verano;C;156
Falda;Verano;A;164
Falda;Verano;A;186
Blusa;Otoño;A;186
Falda;Otoño;C;166
Chaqueta;Invierno;B;5
Pantalón;Invierno;B;32
Chaqueta;Verano;B;161
Blusa;Primavera;A;3
Blusa;Primavera;A;129
Chaqueta;Primavera;C;51
Pantalón;Verano;C;83
Falda;Verano;A;3
Chaqueta;Verano;A;31
Camisa;Invierno;B;62
Chaqueta;Invierno;A;176
Chaqueta;Primavera;B;78
Blusa;Primavera;B;31
Falda;Verano;A;136
Pantalón;Primavera;C;166
Pantalón;Primavera;C;33
Pantalón;Otoño;A;30
Pantalón;Primavera;A;120
Blusa;Invierno;C;157
Camisa;Invierno;B;166
Camisa;Otoño;C;61
Pantalón;Primavera;B;87
Pantalón;Verano;A;170
Camisa;Invierno;A;136
Pantalón;Primavera;C;55
Pantalón;Verano;B;96
Pantalón;Invierno;B;102
Falda;Verano;C;25
Chaqueta;Primavera;C;105
Falda;Otoño;A;3
Camisa;Otoño;A;140
Camisa;Primavera;B;136
Chaqueta;Primavera;C;166
Pantalón;Primavera;C;105
Pantalón;Verano;A;50
Blusa;Primavera;A;142
Blusa;Invierno;A;153
Camisa;Otoño;B;97
Camisa;Otoño;B;84
Falda;Otoño;B;168
Pantalón;Invierno;C;43
Chaqueta;Invierno;C;92
Blusa;Verano;B;161
Falda;Invierno;B;155
Chaqueta;Verano;A;185
Camisa;Invierno;C;179
Chaqueta;Verano;C;96
Camisa;Verano;A;103
Camisa;Verano;A;99
Falda;Invierno;A;115
Pantalón;Otoño;A;73
Falda;Otoño;A;14
Pantalón;Otoño;C;194
Blusa;Otoño;C;49
Pantalón;Invierno;B;74
Pantalón;Verano;B;25
Falda;Invierno;C;156
Chaqueta;Primavera;B;162
Falda;Otoño;C;53
Blusa;Verano;B;12
Pantalón;Invierno;A;42
Blusa;Verano;A;45
Chaqueta;Invierno;B;49
Falda;Otoño;B;121
Pantalón;Primavera;A;110
Chaqueta;Verano;A;25
Pantalón;Invierno;C;183
Chaqueta;Otoño;C;129
Blusa;Verano;A;51
Pantalón;Verano;B;195
Camisa;Otoño;A;180
Chaqueta;Verano;B;114
Pantalón;Verano;A;74
Falda;Invierno;B;114
Blusa;Primavera;A;112
Blusa;Primavera;B;5
Pantalón;Otoño;C;180
Falda;Primavera;B;133
Chaqueta;Primavera;C;197
Falda;Verano;B;156
Blusa;Primavera;C;103
Blusa;Verano;A;106
Pantalón;Invierno;C;195
Falda;Primavera;B;145
Falda;Primavera;C;195
Blusa;Otoño;A;172
Camisa;Otoño;C;41
Falda;Verano;A;24
Chaqueta;Verano;A;82
Falda;Invierno;B;180
Blusa;Primavera;C;120
Blusa;Verano;B;117
Chaqueta;Primavera;C;31
Chaqueta;Verano;A;186
Camisa;Invierno;C;181
Blusa;Primavera;A;147
Blusa;Otoño;A;188
Camisa;Primavera;B;68
Blusa;Invierno;B;61
Chaqueta;Otoño;B;67
Pantalón;Primavera;B;47
Chaqueta;Primavera;B;58
Pantalón;Primavera;B;67
Falda;Otoño;B;71
Camisa;Primavera;A;178
Falda;Verano;B;144
Blusa;Verano;B;182
Camisa;Invierno;A;66
Chaqueta;Verano;C;76
Chaqueta;Primavera;A;79
Falda;Invierno;C;170
Blusa;Primavera;A;168
Blusa;Primavera;B;141
Blusa;Verano;A;143
Blusa;Invierno;C;57
Blusa;Otoño;B;35
Camisa;Primavera;C;172
Camisa;Invierno;C;176
Camisa;Otoño;C;63
Chaqueta;Invierno;A;93
Falda;Invierno;B;147
Blusa;Verano;C;28
Falda;Primavera;C;171
Falda;Invierno;C;141
Blusa;Otoño;C;80
Falda;Primavera;C;96
Blusa;Verano;C;164
Chaqueta;Invierno;A;163
Blusa;Primavera;A;144
Pantalón;Otoño;B;104
Falda;Otoño;B;181
Pantalón;Invierno;B;37
Camisa;Invierno;C;191
Camisa;Invierno;A;5
Camisa;Invierno;A;17
Chaqueta;Invierno;B;107
Camisa;Invierno;A;38
Chaqueta;Primavera;B;189
Pantalón;Verano;A;157
Chaqueta;Invierno;A;110
Pantalón;Otoño;A;160
Pantalón;Primavera;C;160
Pantalón;Invierno;C;14
Falda;Otoño;C;67
Falda;Primavera;C;34
Chaqueta;Verano;B;125
Falda;Invierno;C;103
Chaqueta;Verano;B;182
Chaqueta;Otoño;A;42
Camisa;Otoño;B;156
Pantalón;Verano;A;159
Falda;Otoño;B;106
Blusa;Otoño;B;132
Pantalón;Primavera;C;144
Pantalón;Verano;B;47
Falda;Verano;A;164
Chaqueta;Invierno;B;118
Blusa;Otoño;B;136
Blusa;Primavera;A;27
Falda;Otoño;A;148
Pantalón;Verano;C;194
Chaqueta;Otoño;C;105
Camisa;Verano;A;118
Pantalón;Verano;B;128
Falda;Primavera;A;86
Pantalón;Primavera;A;3
Falda;Invierno;A;164
Pantalón;Invierno;B;107
Pantalón;Otoño;A;175
Blusa;Primavera;A;196
Pantalón;Invierno;C;19
Blusa;Invierno;B;53
Chaqueta;Verano;C;196
Blusa;Invierno;B;35
Falda;Invierno;B;179
Blusa;Primavera;B;4
Camisa;Otoño;B;71
Falda;Otoño;A;54
Pantalón;Primavera;B;61
Falda;Invierno;B;125
Falda;Invierno;A;115
Pantalón;Otoño;A;54
Pantalón;Invierno;B;116
Blusa;Primavera;B;191
Falda;Invierno;A;193
Falda;Primavera;A;2
Falda;Verano;C;64
Blusa;Verano;C;65
Blusa;Invierno;B;138
Camisa;Invierno;C;71
Blusa;Primavera;A;70
Pantalón;Otoño;C;6
Chaqueta;Verano;C;98
Chaqueta;Otoño;B;6
Camisa;Primavera;A;116
Chaqueta;Otoño;C;186
Camisa;Primavera;A;117
Blusa;Otoño;A;99
Chaqueta;Invierno;B;17
Pantalón;Otoño;C;151
Chaqueta;Invierno;B;2
Falda;Verano;B;172
Chaqueta;Otoño;C;156
Chaqueta;Verano;B;147
Falda;Primavera;B;168
Falda;Primavera;B;199
Blusa;Verano;C;175
Pantalón;Verano;C;26
Falda;Verano;C;194
Pantalón;Invierno;B;101
Chaqueta;Verano;C;190
Camisa;Verano;C;80
Falda;Invierno;C;164
Falda;Primavera;B;120
Falda;Otoño;B;187
Chaqueta;Otoño;C;75
Chaqueta;Otoño;B;32
Blusa;Otoño;B;118
Chaqueta;Invierno;A;15
Pantalón;Otoño;A;33
Blusa;Verano;B;62
Blusa;Primavera;C;28
Pantalón;Primavera;C;112
Falda;Otoño;C;198
Blusa;Otoño;A;27
Chaqueta;Otoño;C;119
Pantalón;Primavera;A;78
Camisa;Verano;B;147
Blusa;Verano;B;89
Pantalón;Verano;C;100
Camisa;Verano;A;66
Camisa;Primavera;B;6
Pantalón;Primavera;B;122
Falda;Invierno;B;180
Blusa;Primavera;A;93
Camisa;Verano;A;170
Camisa;Invierno;A;158
Falda;Verano;C;8
Chaqueta;Invierno;A;56
Chaqueta;Otoño;B;33
Chaqueta;Primavera;A;151
Chaqueta;Invierno;B;98
Camisa;Verano;C;9
Falda;Verano;B;89
Falda;Primavera;B;2
Camisa;Otoño;C;165
Falda;Otoño;C;83
Chaqueta;Primavera;A;192
Blusa;Invierno;C;175
Falda;Verano;A;6
Blusa;Otoño;C;166
Falda;Invierno;C;89
Falda;Invierno;A;99
Pantalón;Otoño;A;29
Falda;Verano;B;48
Camisa;Primavera;C;154
Falda;Primavera;B;79
Chaqueta;Otoño;A;149
Pantalón;Verano;B;71
Chaqueta;Invierno;B;78
Camisa;Verano;A;193
Pantalón;Otoño;C;159
Chaqueta;Otoño;B;156
Camisa;Invierno;A;74
Camisa;Primavera;B;64
Falda;Verano;C;137
Blusa;Verano;B;108
Pantalón;Invierno;B;94
Camisa;Primavera;B;119
Camisa;Invierno;B;97
Pantalón;Invierno;B;3
Pantalón;Verano;C;40
Blusa;Primavera;B;139
Falda;Primavera;A;108
Blusa;Verano;B;159
Falda;Verano;C;175
Falda;Primavera;C;172
Blusa;Verano;B;16
Blusa;Primavera;A;79
Chaqueta;Invierno;B;19
Blusa;Primavera;A;175
Falda;Otoño;A;156
Camisa;Invierno;A;114
Falda;Invierno;A;132
Pantalón;Invierno;C;23
Chaqueta;Invierno;C;191
Camisa;Verano;A;40
Camisa;Invierno;C;146
Camisa;Verano;A;20
Falda;Invierno;B;104
Camisa;Primavera;C;118
Blusa;Invierno;C;114
Camisa;Otoño;A;175
Pantalón;Verano;B;126
Blusa;Primavera;A;191
Blusa;Invierno;C;40
Camisa;Verano;C;10
Chaqueta;Primavera;B;53
Falda;Verano;A;114
Pantalón;Primavera;B;1
Chaqueta;Otoño;A;67
Blusa;Primavera;C;89
Camisa;Otoño;B;26
Chaqueta;Otoño;A;184
Pantalón;Otoño;B;23
Pantalón;Otoño;C;177
Falda;Primavera;B;147
Pantalón;Invierno;B;67
Chaqueta;Primavera;A;143
Chaqueta;Otoño;C;193
Blusa;Verano;A;198
Blusa;Primavera;B;145
Pantalón;Verano;B;63
Blusa;Verano;C;9
Chaqueta;Verano;A;94
Blusa;Invierno;A;190
Pantalón;Verano;B;147
Falda;Verano;A;134
Camisa;Otoño;B;172
Blusa;Invierno;B;199
Blusa;Invierno;B;176
Blusa;Verano;C;47
Pantalón;Primavera;C;67
Blusa;Primavera;B;124
Pantalón;Verano;C;37
Chaqueta;Otoño;B;159
Pantalón;Otoño;A;179
Camisa;Primavera;B;153
Camisa;Primavera;C;106
Blusa;Verano;B;143
Blusa;Verano;B;21
Blusa;Invierno;A;150
Pantalón;Invierno;C;42
Pantalón;Primavera;A;162
Blusa;Invierno;C;167
Camisa;Invierno;A;29
Chaqueta;Primavera;B;62
Falda;Primavera;A;129
Camisa;Verano;C;100
Pantalón;Verano;B;45
Blusa;Otoño;C;1
Pantalón;Verano;C;143
Camisa;Primavera;A;137
Blusa;Otoño;C;117
Camisa;Verano;B;42
Blusa;Invierno;B;16
Chaqueta;Primavera;B;147
Blusa;Otoño;B;31
Falda;Otoño;B;81
Pantalón;Verano;C;50
Blusa;Otoño;B;42
Camisa;Verano;A;52
Blusa;Primavera;B;153
Camisa;Primavera;C;103
Pantalón;Otoño;A;194
Pantalón;Primavera;A;27
Blusa;Invierno;A;8
Pantalón;Verano;B;119
Blusa;Primavera;C;164
Blusa;Primavera;A;44
Pantalón;Primavera;A;85
Pantalón;Invierno;A;44
Camisa;Invierno;A;79
Pantalón;Invierno;A;86
Blusa;Verano;C;11
Pantalón;Primavera;A;42
Chaqueta;Invierno;A;120
Blusa;Invierno;C;188
Blusa;Primavera;C;178
Camisa;Invierno;C;124
Blusa;Primavera;A;66
Pantalón;Primavera;B;92
Camisa;Verano;A;43
Blusa;Primavera;A;32
Pantalón;Invierno;C;39
Blusa;Otoño;C;185
Camisa;Verano;C;194
Pantalón;Verano;B;151
Falda;Primavera;B;22
Chaqueta;Otoño;A;111
Blusa;Invierno;B;16
Blusa;Invierno;B;107
Pantalón;Otoño;C;167
Camisa;Invierno;A;174
Falda;Verano;B;154
Falda;Otoño;A;126
Chaqueta;Otoño;C;79
Blusa;Invierno;B;66
Camisa;Primavera;C;143
Pantalón;Otoño;A;17
Camisa;Verano;C;110
Blusa;Invierno;C;114
Pantalón;Otoño;C;102
Falda;Verano;A;169
Blusa;Invierno;B;6
Camisa;Primavera;C;29
Falda;Otoño;C;149
Pantalón;Verano;C;110
Camisa;Verano;C;7
Chaqueta;Otoño;A;192
Chaqueta;Verano;B;200
Pantalón;Invierno;A;102
Camisa;Invierno;A;27
Falda;Verano;A;162
Falda;Invierno;A;4
Camisa;Primavera;B;139
Camisa;Verano;B;180
Blusa;Primavera;A;175
Camisa;Verano;A;120
Chaqueta;Invierno;A;88
Blusa;Verano;C;17
Falda;Otoño;A;131
Pantalón;Primavera;C;180
Blusa;Primavera;A;149
Chaqueta;Otoño;A;159
Falda;Primavera;A;147
Chaqueta;Primavera;A;199
Pantalón;Otoño;A;76
Chaqueta;Invierno;B;71
Falda;Verano;B;46
Pantalón;Invierno;C;73
Blusa;Verano;B;159
Falda;Otoño;C;11
Chaqueta;Verano;A;59
Blusa;Primavera;B;196
Falda;Primavera;B;124
Camisa;Verano;A;127
